date,time,event,platform,ad_id,ad_cost_type,ad_cost
2019-04-01,2019-04-01 16:01:49,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:07:17,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:09:19,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:13:23,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 16:14:29,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 16:15:31,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:16:07,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 16:16:17,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 16:17:01,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 16:23:38,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 16:23:38,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 16:26:10,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 16:26:48,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 16:28:31,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 16:28:36,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 16:29:53,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:30:18,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:30:44,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 16:32:09,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:33:12,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:33:12,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 16:36:29,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:37:07,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 16:37:07,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 16:37:25,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:37:39,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:38:52,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:44:28,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:44:28,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 16:51:06,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 16:52:07,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 16:52:20,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:04:13,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:05:02,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 17:12:44,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 17:16:49,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:17:50,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:17:56,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 17:19:53,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:20:09,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:22:56,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:23:09,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:23:56,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:25:46,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:26:11,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 17:30:48,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:30:48,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:31:21,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 17:35:15,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 17:37:14,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:38:35,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 17:38:46,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 17:43:38,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:43:39,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 17:43:47,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:43:47,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 17:44:42,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:45:28,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:46:38,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 17:46:38,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 17:48:53,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:53:43,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 17:56:46,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 17:56:57,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 18:00:50,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:00:57,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:02:23,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:03:15,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:04:24,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 18:04:59,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:05:17,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:12:41,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:12:56,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:12:56,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:14:08,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 18:15:38,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:21:52,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:25:30,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:27:52,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:32:03,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 18:36:03,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:36:37,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:37:57,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:37:57,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 18:39:01,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:39:03,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:41:16,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 18:42:22,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:43:51,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:45:22,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:47:04,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:47:09,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:47:12,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:47:12,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:47:42,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:48:17,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 18:48:39,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:48:39,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 18:50:45,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:51:04,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 18:53:55,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 18:56:16,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:04:06,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:05:07,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 19:05:15,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 19:05:20,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:06:05,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:06:18,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:11:58,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:13:24,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:13:53,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:15:29,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:15:32,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:16:36,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:17:25,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:18:44,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:18:44,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:21:07,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:22:27,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 19:23:05,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:24:19,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 19:24:52,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:28:03,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:29:59,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:31:00,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:32:58,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:40:10,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:42:37,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:47:01,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:47:05,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 19:50:37,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 19:51:00,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:52:13,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:52:29,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 19:55:05,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 19:57:18,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 19:59:55,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:03:08,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:06:55,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:08:18,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:10:00,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:11:20,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:15:00,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 20:15:02,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:15:34,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:17:21,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:17:21,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:18:37,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 20:19:02,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:20:45,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 20:21:07,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 20:21:22,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:22:02,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:22:23,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:23:21,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:25:37,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:25:37,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:25:37,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:25:38,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 20:27:23,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:27:59,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:27:59,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:29:22,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:31:33,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:31:43,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:32:43,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 20:35:33,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:35:38,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:37:42,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:39:56,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:40:16,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:42:56,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:43:00,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:44:17,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:45:21,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:45:24,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:48:54,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:49:11,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:52:38,view,web,121288,CPM,187.4
2019-04-01,2019-04-01 20:53:45,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:55:32,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:55:42,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:56:31,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:56:56,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 20:56:58,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 20:57:56,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:00:35,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:00:54,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:01:47,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:02:00,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:02:23,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:02:45,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 21:05:17,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:05:34,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:06:03,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 21:11:28,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:12:25,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:13:31,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:17:49,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:19:55,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:20:04,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:21:27,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:21:33,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:22:09,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:24:05,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:27:08,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 21:30:28,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:32:24,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:32:34,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:34:41,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:34:52,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:34:54,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:36:58,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:38:44,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:38:48,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:38:48,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 21:39:13,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 21:41:11,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:41:30,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:41:53,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:44:04,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:45:37,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:45:39,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:45:42,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 21:46:14,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:46:34,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:47:47,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:53:37,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 21:53:50,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 21:54:21,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:01:48,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 22:04:04,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 22:07:51,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 22:09:30,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 22:11:40,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 22:13:24,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:15:20,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:15:20,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 22:16:32,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:18:10,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:18:14,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 22:19:26,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 22:20:07,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 22:20:17,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 22:21:15,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:21:15,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:21:53,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:22:31,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 22:23:10,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:24:27,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 22:31:48,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 22:32:31,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:33:33,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:33:50,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:39:16,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:40:29,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:40:31,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 22:44:14,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 22:48:26,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:49:13,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:52:09,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:53:00,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:56:04,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:56:42,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 22:58:26,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 23:07:43,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 23:14:59,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 23:16:42,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 23:29:09,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 23:31:05,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 23:34:44,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 23:34:44,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 23:36:18,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 23:41:37,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 23:44:37,view,ios,121288,CPM,187.4
2019-04-02,2019-04-01 23:47:39,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 23:54:58,view,web,121288,CPM,187.4
2019-04-02,2019-04-01 23:55:05,view,android,121288,CPM,187.4
2019-04-02,2019-04-01 23:55:22,view,android,121288,CPM,187.4
2019-04-01,2019-04-01 0:08:46,view,ios,121288,CPM,187.4
2019-04-01,2019-04-01 0:09:36,click,android,121288,CPM,187.4
2019-04-01,2019-04-01 0:14:53,click,android,121288,CPM,187.4
2019-04-01,2019-04-01 0:20:47,click,android,121288,CPM,187.4
2019-04-01,2019-04-01 0:37:07,click,android,121288,CPM,187.4
2019-04-01,2019-04-01 0:38:06,click,android,121288,CPM,187.4
2019-04-01,2019-04-01 0:41:51,click,ios,121288,CPM,187.4
2019-04-01,2019-04-01 0:43:20,click,ios,121288,CPM,187.4
2019-04-01,2019-04-01 0:50:48,click,ios,121288,CPM,187.4
2019-04-01,2019-04-01 0:54:15,click,android,121288,CPM,187.4
2019-04-01,2019-04-01 1:53:58,click,ios,121288,CPM,187.4
2019-04-01,2019-04-01 2:05:52,click,android,121288,CPM,187.4
2019-04-01,2019-04-01 2:36:14,click,web,121288,CPM,187.4
2019-04-01,2019-04-01 3:38:39,click,web,121288,CPM,187.4
2019-04-01,2019-04-01 3:42:26,click,android,121288,CPM,187.4
2019-04-01,2019-04-01 4:05:28,click,web,121288,CPM,187.4
2019-04-01,2019-04-01 4:09:02,click,android,121288,CPM,187.4
2019-04-01,2019-04-01 4:28:21,click,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:33:50,click,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:39:16,click,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:40:29,click,android,121288,CPM,187.4
2019-04-02,2019-04-01 22:40:31,click,web,121288,CPM,187.4
2019-04-02,2019-04-01 22:44:14,click,ios,121288,CPM,187.4
2019-04-02,2019-04-01 22:48:26,click,android,121288,CPM,187.4